id,set_name,mode_requested,mode_used,language,query,answer,latency_ms,source_count,sources,confidence,grounded_flag,available,route_reason
15,evaluation_multilingual,OpenAI,OpenAI,Bengali,ব্যাংকিং-এ কেওয়াইসি কী এবং এর চারটি প্রধান উপাদান কী কী?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
16,evaluation_multilingual,OpenAI,OpenAI,Turkish,Basel III kapsamında minimum sermaye yeterlilik oranı nedir?,"Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum. Suspicious Activity      | SAR ($5,000+)                    | STR (no minimum)
Deposit Insurance        | $250,000 (FDIC)                  | ₹5 lakh (DICGC)
Capital Adequacy         | Basel III (8% minimum)            | Basel III (9% minimum)
KYC Framework            | FinCEN CDD Rule                  | RBI KYC Master Direction",0,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
17,evaluation_multilingual,OpenAI,OpenAI,Vietnamese,KYC là gì và tại sao các ngân hàng phải thực hiện nó?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
18,evaluation_multilingual,OpenAI,OpenAI,Polish,Co to jest pranie pieniędzy i jakie są jego trzy etapy?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
19,evaluation_multilingual,OpenAI,OpenAI,Ukrainian,Що таке підозріла транзакція і коли банк зобов'язаний її повідомити?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
20,evaluation_multilingual,OpenAI,OpenAI,Romanian,Ce este raportul de acoperire a lichidității și ce măsoară acesta?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
21,evaluation_multilingual,OpenAI,OpenAI,Greek,Ποιες είναι οι ελάχιστες κεφαλαιακές απαιτήσεις βάσει της Βασιλείας III;,"Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum. Suspicious Activity      | SAR ($5,000+)                    | STR (no minimum)
Deposit Insurance        | $250,000 (FDIC)                  | ₹5 lakh (DICGC)
Capital Adequacy         | Basel III (8% minimum)            | Basel III (9% minimum)
KYC Framework            | FinCEN CDD Rule                  | RBI KYC Master Direction",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
22,evaluation_multilingual,OpenAI,OpenAI,Czech,Co je to praní peněz a jaké jsou jeho tři fáze?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
23,evaluation_multilingual,OpenAI,OpenAI,Swedish,Vad är minimikapitalkravet under Basel III?,"Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum. Suspicious Activity      | SAR ($5,000+)                    | STR (no minimum)
Deposit Insurance        | $250,000 (FDIC)                  | ₹5 lakh (DICGC)
Capital Adequacy         | Basel III (8% minimum)            | Basel III (9% minimum)
KYC Framework            | FinCEN CDD Rule                  | RBI KYC Master Direction",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
24,evaluation_multilingual,OpenAI,OpenAI,Norwegian,Hva er de tre stadiene av hvitvasking av penger?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
25,evaluation_multilingual,OpenAI,OpenAI,Danish,Hvad er likviditetsdækningsgraden og hvad måler den?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
26,evaluation_multilingual,OpenAI,OpenAI,Finnish,Mikä on vähimmäispääomavaatimus Basel III:n mukaan?,"Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum. Suspicious Activity      | SAR ($5,000+)                    | STR (no minimum)
Deposit Insurance        | $250,000 (FDIC)                  | ₹5 lakh (DICGC)
Capital Adequacy         | Basel III (8% minimum)            | Basel III (9% minimum)
KYC Framework            | FinCEN CDD Rule                  | RBI KYC Master Direction",0,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
27,evaluation_multilingual,OpenAI,OpenAI,Hungarian,Mi a pénzmosás három szakasza?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
28,evaluation_multilingual,OpenAI,OpenAI,Slovak,Čo je to KYC a aké sú jeho štyri hlavné zložky?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
29,evaluation_multilingual,OpenAI,OpenAI,Bulgarian,Какви са минималните капиталови изисквания съгласно Базел III?,"Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum. Suspicious Activity      | SAR ($5,000+)                    | STR (no minimum)
Deposit Insurance        | $250,000 (FDIC)                  | ₹5 lakh (DICGC)
Capital Adequacy         | Basel III (8% minimum)            | Basel III (9% minimum)
KYC Framework            | FinCEN CDD Rule                  | RBI KYC Master Direction",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
30,evaluation_multilingual,OpenAI,OpenAI,Croatian,Što je pranje novca i koje su njegove tri faze?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
31,evaluation_multilingual,OpenAI,OpenAI,Serbian,Шта је KYC и која су четири главна компонента?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
32,evaluation_multilingual,OpenAI,OpenAI,Lithuanian,Kas yra pinigų plovimas ir kokie yra trys jo etapai?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
33,evaluation_multilingual,OpenAI,OpenAI,Latvian,Kas ir naudas atmazgāšana un kādi ir tās trīs posmi?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
34,evaluation_multilingual,OpenAI,OpenAI,Estonian,Mis on rahapesu ja millised on selle kolm etappi?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
35,evaluation_multilingual,OpenAI,OpenAI,Slovenian,Kaj je pranje denarja in kakšne so njegove tri faze?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
36,evaluation_multilingual,OpenAI,OpenAI,Albanian,Çfarë është pastrimi i parave dhe cilat janë tre fazat e tij?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
37,evaluation_multilingual,OpenAI,OpenAI,Macedonian,Што е перење пари и кои се трите фази?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
38,evaluation_multilingual,OpenAI,OpenAI,Bosnian,Što je KYC i koji su četiri glavna elementa?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
39,evaluation_multilingual,OpenAI,OpenAI,Montenegrin,Što je pranje novca i koje su tri faze?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,1,banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
40,evaluation_multilingual,OpenAI,OpenAI,Maltese,X'inhu l-ħasil tal-flus u x'inhuma t-tliet fażijiet tiegħu?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,0,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
41,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Urdu,بینک کے لیے KYC کی ضروریات کیا ہیں اور مشتبہ لین دین کی رپورٹ کب کریں؟,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2029,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
42,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Persian (Farsi),الزامات KYC برای بانک‌ها چیست و چه اسنادی لازم است؟,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2040,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
43,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Punjabi,ਬੈਂਕਾਂ ਲਈ KYC ਦੀਆਂ ਲੋੜਾਂ ਕੀ ਹਨ?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2058,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
44,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Gujarati,બેન્કોમાં KYC ની જરૂરિયાતો શું છે?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2028,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
45,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Marathi,बँकांसाठी KYC आवश्यकता काय आहेत?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2030,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
46,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Tamil,வங்கிகளுக்கான KYC தேவைகள் என்ன?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2019,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
47,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Telugu,బ్యాంకులకు KYC అవసరాలు ఏమిటి?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2032,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
48,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Kannada,ಬ್ಯಾಂಕ್‌ಗಳಿಗೆ KYC ಅವಶ್ಯಕತೆಗಳು ಯಾವುವು?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2037,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
49,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Malayalam,ബാങ്കുകൾക്കുള്ള KYC ആവശ്യകതകൾ എന്തൊക്കെയാണ്?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2024,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
50,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Sinhala,බැංකු සඳහා KYC අවශ්‍යතා මොනවාද?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2024,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
51,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Nepali,बैंकहरूका लागि KYC आवश्यकताहरू के हुन्?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2024,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
52,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Burmese,ဘဏ်များအတွက် KYC လိုအပ်ချက်များကား အဘယ်နည်း?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2041,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
53,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Thai,ข้อกำหนด KYC สำหรับธนาคารคืออะไร?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2037,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
54,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Indonesian,Apa saja persyaratan KYC untuk bank dan dokumen apa yang diperlukan?,"KYC Documents for Individuals:
- Proof of Identity: Aadhaar, PAN Card, Passport, Voter ID, Driving License
- Proof of Address: Utility bills, bank statements, Aadhaar, Passport
- Photograph

KYC Documents for Companies:
- Certificate of Incorporation
- Memorandum and Articles of Association
- Board Resolution
- List of Directors and Beneficial Owners === SECTION 10: DEMO-READY INDIA QUESTIONS ===

What documents are required for KYC of an individual in India?",2043,1,banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
55,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Malay,Apakah keperluan KYC untuk bank dan dokumen apa yang diperlukan?,"KYC Documents for Individuals:
- Proof of Identity: Aadhaar, PAN Card, Passport, Voter ID, Driving License
- Proof of Address: Utility bills, bank statements, Aadhaar, Passport
- Photograph

KYC Documents for Companies:
- Certificate of Incorporation
- Memorandum and Articles of Association
- Board Resolution
- List of Directors and Beneficial Owners === SECTION 10: DEMO-READY INDIA QUESTIONS ===

What documents are required for KYC of an individual in India?",2044,1,banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
56,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Tagalog,Ano ang mga kinakailangan ng KYC para sa mga bangko?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2033,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
57,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Cebuano,Unsa ang mga kinahanglanon sa KYC alang sa mga bangko?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2029,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
58,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Javanese,Apa persyaratan KYC kanggo bank lan dokumen apa sing dibutuhake?,"KYC Documents for Individuals:
- Proof of Identity: Aadhaar, PAN Card, Passport, Voter ID, Driving License
- Proof of Address: Utility bills, bank statements, Aadhaar, Passport
- Photograph

KYC Documents for Companies:
- Certificate of Incorporation
- Memorandum and Articles of Association
- Board Resolution
- List of Directors and Beneficial Owners === SECTION 10: DEMO-READY INDIA QUESTIONS ===

What documents are required for KYC of an individual in India?",2024,1,banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
59,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Swahili,Mahitaji ya KYC kwa benki ni nini na nyaraka gani zinahitajika?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2040,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
60,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Amharic,ለባንኮች የKYC መስፈርቶች ምን ናቸው?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2016,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
61,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Hausa,Menene bukatun KYC don bankunan kuma wadanne takardu ake bukata?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2029,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
62,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Yoruba,Kini awọn ibeere KYC fun awọn banki ati awọn iwe aṣẹ wo ni a nilo?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2033,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
63,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Igbo,Gịnị bụ ihe achọrọ maka KYC maka ụlọ akụ na ihe ndekọ ndị a chọrọ?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2025,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
64,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Zulu,Yini izidingo zeKYC zamabanki futhi yimaphi amaphepha adingekayo?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,2022,1,banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
65,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Xhosa,Zintoni iimfuno zeKYC zeebhanki kunye namanani amaphepha afunekayo?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,2024,1,banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
66,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Afrikaans,Wat is die KYC-vereistes vir banke en watter dokumente word benodig?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2026,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
67,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Somali,Maxay yihiin shuruudaha KYC ee bangiyada iyo dukumentiyada la baahan yahay?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2035,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
68,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Malagasy,Inona ny fepetra KYC ho an'ny banky ary inona ny antontan-taratasy ilaina?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2031,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
69,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Sesotho,Ke eng ditlhokehelo tsa KYC bakeng sa dibanka le mantsoe a adingekang?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2033,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
70,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Shona,Zvinodiwa zvei zvine chekuita neKYC kubhangi uye mabhuku api anodikanwa?,- Expected Loss (EL) = PD × LGD × EAD === SECTION 6: BANKING PRODUCTS & SERVICES ===,2020,1,banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
71,evaluation_multilingual,Fine-Tuned,Fine-Tuned,Azerbaijani,Banklar üçün KYC tələbləri nələrdir və hansı sənədlər tələb olunur?,"=== SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk. KYC FOUR PILLARS
1.",2044,2,banking_knowledge.txt | us_banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
