id,set_name,mode_requested,mode_used,language,query,answer,latency_ms,source_count,sources,confidence,grounded_flag,available,route_reason
11,evaluation_queries,OpenAI,OpenAI,English,Within how many days must a Suspicious Transaction Report be filed under PMLA?,"- Suspicious Transaction Report (STR): Any transaction suspected of money laundering must be reported within 7 days. Currency Transaction Reports (CTRs)
   - Required for cash transactions exceeding $10,000 in a single day
   - Includes multiple transactions that together exceed $10,000
   - Must be filed within 15 days of the transaction
   - Applies to deposits, withdrawals, exchanges, and other payments",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
12,evaluation_queries,OpenAI,OpenAI,English,What is structuring and why is it considered an AML red flag?,"AML RED FLAGS (U.S. SPECIFIC)
- Large cash deposits inconsistent with customer's business
- Frequent wire transfers to high-risk jurisdictions
- Customers who avoid reporting thresholds (structuring)
- Rapid movement of funds through multiple accounts
- Transactions with no apparent business purpose
- Use of shell companies or nominee accounts
- Sudden large changes in transaction patterns",0,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,no,openai_api_key_missing
13,evaluation_queries,OpenAI,OpenAI,English,What is FATF and what is India's relationship with it?,"External agencies like CRISIL, ICRA, CARE, and India Ratings provide credit ratings in India. Financial Intelligence Unit - India (FIU-IND): Nodal agency for receiving and analyzing suspicious transaction reports.",0,1,banking_knowledge.txt,High,yes,no,openai_api_key_missing
14,evaluation_queries,OpenAI,OpenAI,English,What is hawala and why is it associated with money laundering?,"Hawala: Informal value transfer system used to move money outside formal banking, commonly associated with money laundering. THREE STAGES OF MONEY LAUNDERING
1.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
15,evaluation_queries,OpenAI,OpenAI,English,What is FIU-IND and what is its role in the AML framework?,"Financial Intelligence Unit - India (FIU-IND): Nodal agency for receiving and analyzing suspicious transaction reports. FRAMEWORK
================================================================

OVERVIEW
Money laundering is the process of making illegally obtained money appear legitimate.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
16,evaluation_queries,OpenAI,OpenAI,English,What is the Cross Border Wire Transfer reporting threshold in India?,- Cross Border Wire Transfer Report (CWTR): All cross-border transactions above Rs. - CTR covers cash transactions above the reporting threshold and is rule-based.,0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
17,evaluation_queries,OpenAI,OpenAI,English,What is the minimum Common Equity Tier 1 ratio under Basel III?,"Basel III (2010, post-financial crisis): Strengthened capital requirements:
- Minimum Common Equity Tier 1 (CET1): 4.5%
- Tier 1 Capital: 6%
- Total Capital: 8% (9% in India)
- Capital Conservation Buffer: 2.5%
- Countercyclical Buffer: 0-2.5%
- Leverage Ratio: Minimum 3%
- Liquidity Coverage Ratio (LCR): Banks must hold enough high-quality liquid assets to cover 30 days of net cash outflows. Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
18,evaluation_queries,OpenAI,OpenAI,English,What is the Capital Conservation Buffer and when must it be drawn down?,"Basel III (2010, post-financial crisis): Strengthened capital requirements:
- Minimum Common Equity Tier 1 (CET1): 4.5%
- Tier 1 Capital: 6%
- Total Capital: 8% (9% in India)
- Capital Conservation Buffer: 2.5%
- Countercyclical Buffer: 0-2.5%
- Leverage Ratio: Minimum 3%
- Liquidity Coverage Ratio (LCR): Banks must hold enough high-quality liquid assets to cover 30 days of net cash outflows. Currency Transaction Reports (CTRs)
   - Required for cash transactions exceeding $10,000 in a single day
   - Includes multiple transactions that together exceed $10,000
   - Must be filed within 15 days of the transaction
   - Applies to deposits, withdrawals, exchanges, and other payments",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
19,evaluation_queries,OpenAI,OpenAI,English,What is the Liquidity Coverage Ratio and what does it require banks to hold?,"Basel III (2010, post-financial crisis): Strengthened capital requirements:
- Minimum Common Equity Tier 1 (CET1): 4.5%
- Tier 1 Capital: 6%
- Total Capital: 8% (9% in India)
- Capital Conservation Buffer: 2.5%
- Countercyclical Buffer: 0-2.5%
- Leverage Ratio: Minimum 3%
- Liquidity Coverage Ratio (LCR): Banks must hold enough high-quality liquid assets to cover 30 days of net cash outflows. Statutory Liquidity Ratio (SLR): The percentage of deposits banks must maintain in liquid assets like gold, government securities.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
20,evaluation_queries,OpenAI,OpenAI,English,What is the Net Stable Funding Ratio and what time horizon does it cover?,"- Net Stable Funding Ratio (NSFR): Long-term stable funding must cover long-term assets. Priority Sector Lending (PSL): RBI mandates that 40% of bank's net credit must go to priority sectors including agriculture, MSMEs, education, housing, and social infrastructure.",0,1,banking_knowledge.txt,High,yes,no,openai_api_key_missing
21,evaluation_queries,OpenAI,OpenAI,English,What is the minimum Leverage Ratio under Basel III?,"Basel III (2010, post-financial crisis): Strengthened capital requirements:
- Minimum Common Equity Tier 1 (CET1): 4.5%
- Tier 1 Capital: 6%
- Total Capital: 8% (9% in India)
- Capital Conservation Buffer: 2.5%
- Countercyclical Buffer: 0-2.5%
- Leverage Ratio: Minimum 3%
- Liquidity Coverage Ratio (LCR): Banks must hold enough high-quality liquid assets to cover 30 days of net cash outflows. Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum.",0,1,banking_knowledge.txt,High,yes,no,openai_api_key_missing
22,evaluation_queries,OpenAI,OpenAI,English,What is the Countercyclical Buffer and when is it activated?,"Integration — Making the money appear legitimate and usable The OCC ensures banks operate safely, soundly, and fairly.",0,1,us_banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
23,evaluation_queries,OpenAI,OpenAI,English,What is the difference between Tier 1 and Tier 2 capital?,"Tier 1 Capital: Core capital including common equity, retained earnings, and disclosed reserves. Tier 2 Capital: Supplementary capital including revaluation reserves, hybrid instruments, and subordinated debt.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
24,evaluation_queries,OpenAI,OpenAI,English,Why was Basel III introduced and what weakness in Basel II did it address?,"Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum. Customer Identification and Verification
   - Collect: legal name, date of birth, address, ID number
   - Verify: government-issued ID, passport, driver's license
   - Enhanced verification for high-risk customers",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
25,evaluation_queries,OpenAI,OpenAI,English,What is the FDIC deposit insurance limit per depositor per insured bank?,"- The standard FDIC insurance amount is $250,000 per depositor, per insured bank, per ownership category. DEPOSIT INSURANCE
- Standard insurance: $250,000 per depositor, per insured bank, per account category
- Account categories: single accounts, joint accounts, retirement accounts, trust accounts
- Depositors do not need to apply — insurance is automatic
- Over 99% of all U.S.",0,1,us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
26,evaluation_queries,OpenAI,OpenAI,English,Which account types are covered by FDIC insurance?,"DEPOSIT INSURANCE
- Standard insurance: $250,000 per depositor, per insured bank, per account category
- Account categories: single accounts, joint accounts, retirement accounts, trust accounts
- Depositors do not need to apply — insurance is automatic
- Over 99% of all U.S. banks are FDIC insured",0,1,us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
27,evaluation_queries,OpenAI,OpenAI,English,What is Regulation E and what does it govern?,"Regulation C — Home Mortgage Disclosure Act (HMDA)
- Requires banks to collect and report mortgage lending data
- Data used to identify discriminatory lending patterns
- Applies to banks making 25+ home purchase loans per year Regulation Z — Truth in Lending Act (TILA)
- Requires clear disclosure of loan terms and costs
- Annual Percentage Rate (APR) must be clearly stated
- Right of rescission: consumers can cancel certain loans within 3 days
- Applies to credit cards, mortgages, auto loans, personal loans",0,1,us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
28,evaluation_queries,OpenAI,OpenAI,English,What is the liability limit for unauthorized electronic transfers under Regulation E if reported within 2 days?,"Regulation E — Electronic Fund Transfers
- Protects consumers using electronic banking services
- Limits consumer liability for unauthorized transfers
- Unauthorized transfer reported within 2 days: max liability $50
- Reported within 60 days: max liability $500
- After 60 days: unlimited liability - If a consumer reports an unauthorized electronic fund transfer within 2 business days after learning of loss or theft of an access device, liability is generally capped at $50.",0,1,us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
29,evaluation_queries,OpenAI,OpenAI,English,What is CECL and how does it differ from the incurred loss model?,"Current Expected Credit Loss (CECL) model (effective 2023):
- Banks must estimate lifetime expected losses at origination
- More forward-looking than previous incurred loss model
- Requires more data and sophisticated modeling - Current Expected Credit Loss (CECL) requires institutions to recognize expected lifetime credit losses earlier than the older incurred-loss approach.",0,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,no,openai_api_key_missing
30,evaluation_queries,OpenAI,OpenAI,English,What is the Bank Secrecy Act and what does it require of financial institutions?,"OVERVIEW
The Bank Secrecy Act (BSA), enacted in 1970, is the primary U.S. ================================================================
SECTION 10: DODD-FRANK ACT KEY PROVISIONS
================================================================

OVERVIEW
The Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)
was enacted in response to the 2008 financial crisis.",0,1,us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
31,evaluation_queries,OpenAI,OpenAI,English,What is FinCEN's Beneficial Ownership Rule and what is the ownership threshold?,"- CTR covers cash transactions above the reporting threshold and is rule-based. STRUCTURING (ILLEGAL)
Structuring is breaking up transactions to avoid the $10,000 CTR threshold.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
32,evaluation_queries,OpenAI,OpenAI,English,"What is the difference between NEFT, RTGS, and IMPS in terms of settlement speed and availability?","RTGS (Real Time Gross Settlement): Real-time fund transfer for high-value transactions (minimum Rs. Nomination and Deposit Claims:
- Nomination helps banks release deposit balances more smoothly after the account holder's death.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
33,evaluation_queries,OpenAI,OpenAI,English,What is the Repo Rate and what is its role in monetary policy?,"=== SECTION 1: RBI GUIDELINES & MONETARY POLICY ===

The Reserve Bank of India (RBI) is India's central bank and monetary authority. The Fed sets monetary policy and regulates the U.S.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
34,evaluation_queries,OpenAI,OpenAI,English,What is the Cash Reserve Ratio and what is the current rate?,Cash Reserve Ratio (CRR): The percentage of a bank's total deposits that must be kept as reserves with RBI. Reverse Repo Rate: The rate at which RBI borrows money from commercial banks.,0,1,banking_knowledge.txt,High,yes,no,openai_api_key_missing
35,evaluation_queries,OpenAI,OpenAI,English,What is the Statutory Liquidity Ratio and which assets qualify?,"Statutory Liquidity Ratio (SLR): The percentage of deposits banks must maintain in liquid assets like gold, government securities. OFAC COMPLIANCE
The Office of Foreign Assets Control (OFAC) administers U.S.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
36,evaluation_queries,OpenAI,OpenAI,English,What is Priority Sector Lending and what percentage is mandated for banks?,"Priority Sector Lending (PSL): RBI mandates that 40% of bank's net credit must go to priority sectors including agriculture, MSMEs, education, housing, and social infrastructure. === SECTION 4: KYC (KNOW YOUR CUSTOMER) ===

KYC is a mandatory process for banks and financial institutions to verify customer identity and assess risk.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
37,evaluation_queries,OpenAI,OpenAI,English,When is a loan classified as a Non-Performing Asset under RBI norms?,"Non-Performing Assets (NPA): A loan is classified as NPA when interest or principal remains overdue for more than 90 days. Minimum CAR under Basel III is 9% in India (RBI requirement), higher than Basel III's 8% global minimum.",0,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,no,openai_api_key_missing
38,evaluation_queries,OpenAI,OpenAI,English,What are the three sub-categories of NPAs and their provisioning requirements?,Integration — Making the money appear legitimate and usable The FDIC supervises state-chartered banks that are not members of the Federal Reserve System.,0,1,us_banking_knowledge.txt,Moderate,yes,no,openai_api_key_missing
39,evaluation_queries,OpenAI,OpenAI,English,What is the DICGC deposit insurance limit in India?,"Suspicious Activity      | SAR ($5,000+)                    | STR (no minimum)
Deposit Insurance        | $250,000 (FDIC)                  | ₹5 lakh (DICGC)
Capital Adequacy         | Basel III (8% minimum)            | Basel III (9% minimum)
KYC Framework            | FinCEN CDD Rule                  | RBI KYC Master Direction What is the FDIC insurance limit?",0,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,no,openai_api_key_missing
40,evaluation_queries,OpenAI,OpenAI,English,What is MCLR and how does it differ from the External Benchmark Lending Rate?,"External Benchmark Lending Rate (EBLR): From October 2019, floating rate loans for retail and MSMEs must be linked to external benchmarks like RBI repo rate. MCLR (Marginal Cost of Funds based Lending Rate): Benchmark rate introduced in 2016 for floating rate loans.",0,1,banking_knowledge.txt,High,yes,no,openai_api_key_missing
41,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A bank onboards a new customer who is a foreign national and a known PEP. Walk through every KYC and AML step the bank must follow.,"Customer Identification Program (CIP)
   - Banks must verify the identity of every customer opening an account
   - Required information: name, date of birth, address, identification number (SSN/EIN)
   - Must verify identity through documentary or non-documentary methods
   - Must check customers against government lists of known terrorists and criminals - A delay in reporting can increase customer exposure depending on the facts of the case and the bank's policy framework.",2019,2,us_banking_knowledge.txt | banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
42,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A customer refuses to provide source of funds documentation. What options does the bank have under KYC guidelines?,"- Coverage can be higher when the same customer holds funds in different ownership categories, such as single and joint accounts. === SECTION 1: RBI GUIDELINES & MONETARY POLICY ===

The Reserve Bank of India (RBI) is India's central bank and monetary authority.",2037,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,yes,finetuned_direct
43,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A corporate customer has a beneficial owner who owns exactly 25% of the entity. Does this trigger Beneficial Ownership disclosure under FinCEN rules?,"Customer Due Diligence (CDD)
   - Banks must understand the nature and purpose of customer relationships
   - Must identify and verify beneficial owners of legal entity customers
   - Beneficial owner = any individual owning 25% or more of a legal entity
   - Must conduct ongoing monitoring of customer transactions Beneficial Owner: A person who ultimately owns or controls more than 25% of shares or voting rights in an entity.",2021,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,yes,finetuned_direct
44,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A customer's KYC was last verified 9 years ago and they are classified as low-risk. Is re-verification required?,"Customer Due Diligence (CDD)
   - Understand customer's business and expected transactions
   - Assess risk level: low, medium, high
   - Low risk: basic CDD sufficient
   - High risk: Enhanced Due Diligence (EDD) required Customer Identification and Verification
   - Collect: legal name, date of birth, address, ID number
   - Verify: government-issued ID, passport, driver's license
   - Enhanced verification for high-risk customers",2032,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,yes,finetuned_direct
45,evaluation_queries,Fine-Tuned,Fine-Tuned,English,What is the difference between periodic KYC re-verification and event-based KYC triggers?,"Customer Identification and Verification
   - Collect: legal name, date of birth, address, ID number
   - Verify: government-issued ID, passport, driver's license
   - Enhanced verification for high-risk customers - It allows remote identity verification using live video interaction and document checks.",2029,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,yes,finetuned_direct
46,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A bank uses V-CIP to onboard a customer remotely. What are the minimum requirements for a valid V-CIP session under RBI guidelines?,"=== SECTION 1: RBI GUIDELINES & MONETARY POLICY ===

The Reserve Bank of India (RBI) is India's central bank and monetary authority. It was established on April 1, 1935, under the Reserve Bank of India Act, 1934.",2025,1,banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
47,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A customer claims Aadhaar-based KYC is sufficient for opening a current account. Is this correct under RBI norms?,"Current Account: Non-interest bearing account for businesses. Dormant and Inoperative Accounts:
- Savings and current accounts with no customer-induced transactions for an extended period may be treated as inoperative.",2035,1,banking_knowledge.txt,High,yes,yes,finetuned_direct
48,evaluation_queries,Fine-Tuned,Fine-Tuned,English,What is the obligation of a bank when a customer previously classified as low-risk is elected to a public office?,"Risk Categorization: Customers are classified as Low, Medium, or High risk based on occupation, transaction patterns, and geography. - Higher liability risk arises when the customer shares credentials such as OTPs, PINs, or passwords or delays reporting significantly.",2037,1,banking_knowledge.txt,High,yes,yes,finetuned_direct
49,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A customer deposits Rs. 9.8 lakhs in cash on three consecutive days. What AML steps must the bank take?,"Cash Reserve Ratio (CRR): The percentage of a bank's total deposits that must be kept as reserves with RBI. Currency Transaction Reports (CTRs)
   - Required for cash transactions exceeding $10,000 in a single day
   - Includes multiple transactions that together exceed $10,000
   - Must be filed within 15 days of the transaction
   - Applies to deposits, withdrawals, exchanges, and other payments",2050,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
50,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A small business receives multiple international wire transfers from high-risk jurisdictions with no clear business purpose. What should the bank do?,"SPECIFIC)
- Large cash deposits inconsistent with customer's business
- Frequent wire transfers to high-risk jurisdictions
- Customers who avoid reporting thresholds (structuring)
- Rapid movement of funds through multiple accounts
- Transactions with no apparent business purpose
- Use of shell companies or nominee accounts
- Sudden large changes in transaction patterns Red Flags for Suspicious Transactions:
- Unusual large cash deposits or withdrawals
- Multiple transactions just below reporting thresholds (structuring)
- Transactions inconsistent with customer's business profile
- Rapid movement of funds through multiple accounts
- Transactions involving high-risk jurisdictions",2155,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,yes,finetuned_direct
51,evaluation_queries,Fine-Tuned,Fine-Tuned,English,"What is the difference between a Suspicious Transaction Report and a Cash Transaction Report in terms of threshold, trigger, and timeline?",- A transaction can trigger a SAR even if it is below the CTR threshold when the pattern appears suspicious. - CTR covers cash transactions above the reporting threshold and is rule-based.,2051,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
52,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A bank employee notices a colleague is helping a customer split transactions to avoid CTR reporting. What is the correct procedure?,"STRUCTURING (ILLEGAL)
Structuring is breaking up transactions to avoid the $10,000 CTR threshold. - CTR covers cash transactions above the reporting threshold and is rule-based.",2048,2,us_banking_knowledge.txt | banking_knowledge.txt,High,yes,yes,finetuned_direct
53,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A new account receives a large wire transfer immediately followed by multiple smaller outgoing transfers. Which money laundering stage does this represent?,"Regulation CC — Availability of Funds
- Sets rules for how quickly banks must make deposited funds available
- Next business day: cash, wire transfers, government checks
- Second business day: local checks
- Extended holds allowed for large deposits, new accounts, repeated overdrafts Three Stages of Money Laundering:
1.",2042,2,us_banking_knowledge.txt | banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
54,evaluation_queries,Fine-Tuned,Fine-Tuned,English,What is the PMLA obligation for a bank when a customer is found on the UN Security Council sanctions list?,- Bank Guarantee (BG): Bank's commitment to pay if the customer defaults. - Banks must screen customers and transactions against sanctions lists such as the SDN list.,2046,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
55,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A non-profit organization deposits Rs. 12 lakhs in cash. What reporting obligation does this trigger?,"- Non-Profit Organization Transaction Report (NTR): Transactions by NPOs above Rs. Red Flags for Suspicious Transactions:
- Unusual large cash deposits or withdrawals
- Multiple transactions just below reporting thresholds (structuring)
- Transactions inconsistent with customer's business profile
- Rapid movement of funds through multiple accounts
- Transactions involving high-risk jurisdictions",2024,1,banking_knowledge.txt,High,yes,yes,finetuned_direct
56,evaluation_queries,Fine-Tuned,Fine-Tuned,English,What is the difference between AML and CFT and how do they overlap in banking compliance?,"- OFAC compliance is especially important for wires, trade finance, correspondent banking, and cross-border payments. banks must have a written AML program that includes:
- Internal policies, procedures, and controls
- Designation of a BSA/AML Compliance Officer
- Ongoing employee training program
- Independent testing and auditing
- Risk-based customer due diligence",2062,1,us_banking_knowledge.txt,High,yes,yes,finetuned_direct
57,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A borrower's DSCR is 1.1. Should the bank approve the loan and what conditions might apply?,"=== SECTION 2: CREDIT RISK MANAGEMENT ===

Credit risk is the risk of loss arising from a borrower's failure to repay a loan or meet contractual obligations. Customer Liability Principles:
- Zero liability may apply when the fraud is caused by contributory fraud, negligence, or a system deficiency on the bank side.",2027,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
58,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A loan that was restructured 6 months ago has defaulted again. How should it be classified and provisioned?,"Non-Performing Assets (NPA): A loan is classified as NPA when interest or principal remains overdue for more than 90 days. - Substandard Asset: NPA for less than 12 months
- Doubtful Asset: NPA for more than 12 months
- Loss Asset: Asset where loss has been identified",2031,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
59,evaluation_queries,Fine-Tuned,Fine-Tuned,English,What is the difference between a substandard asset and a doubtful asset under RBI NPA classification?,"- Substandard Asset: NPA for less than 12 months
- Doubtful Asset: NPA for more than 12 months
- Loss Asset: Asset where loss has been identified Penalties include up to 5 years imprisonment and asset forfeiture.",2027,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
60,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A bank has gross NPAs of Rs. 300 crore and provisions of Rs. 240 crore. Calculate the Provision Coverage Ratio and assess it against RBI's recommendation.,PCR (Provision Coverage Ratio): Provisions / Gross NPAs. Provisioning Norms: Banks must maintain provisions against NPAs.,2014,1,banking_knowledge.txt,High,yes,yes,finetuned_direct
61,evaluation_queries,Fine-Tuned,Fine-Tuned,English,What happens to a bank's NIM when the repo rate rises but deposit rates are slow to reprice?,Reverse Repo Rate: The rate at which RBI borrows money from commercial banks. Repo Rate: The rate at which RBI lends money to commercial banks.,2027,1,banking_knowledge.txt,Moderate,yes,yes,finetuned_direct
62,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A customer applies for a home loan of Rs. 40 lakhs on a property valued at Rs. 50 lakhs. What is the maximum LTV and how much must the customer contribute?,"Currency Transaction Reports (CTRs)
   - Required for cash transactions exceeding $10,000 in a single day
   - Includes multiple transactions that together exceed $10,000
   - Must be filed within 15 days of the transaction
   - Applies to deposits, withdrawals, exchanges, and other payments Typical LTV (Loan to Value) ratio is up to 80% for loans above Rs.",2030,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
63,evaluation_queries,Fine-Tuned,Fine-Tuned,English,"What is the Expected Loss formula and calculate it for PD 4%, LGD 35%, EAD Rs. 20 crore.","- Loss Given Default (LGD): The percentage of exposure that will be lost if a borrower defaults, after accounting for recovery. - Expected Loss (EL) = PD × LGD × EAD",2042,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
64,evaluation_queries,Fine-Tuned,Fine-Tuned,English,A bank's loan moves from the doubtful category under 1 year to doubtful over 3 years. How does the provisioning requirement change?,"- Substandard: 15% provision
- Doubtful (up to 1 year): 25% provision
- Doubtful (1-3 years): 40% provision
- Doubtful (over 3 years): 100% provision
- Loss assets: 100% provision Provisioning Norms: Banks must maintain provisions against NPAs.",2034,2,banking_knowledge.txt | us_banking_knowledge.txt,High,yes,yes,finetuned_direct
